am_sid,comname,kingdom,phylum,class,order,family,iucn_sid,am_sciname,sciname
w-msc-140721,,animalia,mollusca,gastropoda,thecosomata,peraclididae,NA,peracle diversa,peracle diversa
w-msc-140722,reticulate pteropod,animalia,mollusca,gastropoda,thecosomata,peraclididae,NA,peracle reticulata,peracle reticulata
w-msc-343681,,animalia,mollusca,monoplacophora,tryblidiida,laevipilinidae,NA,laevipilina hyalina,laevipilina hyalina
w-msc-240776,giant pacific chiton,animalia,mollusca,polyplacophora,chitonida,acanthochitonidae,NA,cryptochiton stelleri,cryptochiton stelleri
w-msc-386757,,animalia,mollusca,polyplacophora,chitonida,callochitonidae,NA,chaetopleura gemma,chaetopleura gemma
slb-80183,,animalia,mollusca,polyplacophora,chitonida,callochitonidae,NA,lepidochitona flectens,dendrochiton flectens
slb-80185,hartweg's chiton,animalia,mollusca,polyplacophora,chitonida,callochitonidae,NA,lepidochitona hartwegii,cyanoplax hartwegii
w-msc-386035,cooper's chiton,animalia,mollusca,polyplacophora,chitonida,callochitonidae,NA,lepidozona cooperi,lepidozona cooperi
w-msc-386044,smooth lepidozona,animalia,mollusca,polyplacophora,chitonida,callochitonidae,NA,lepidozona interstincta,lepidozona interstincta
w-msc-386048,merton's chiton,animalia,mollusca,polyplacophora,chitonida,callochitonidae,NA,lepidozona mertensii,lepidozona mertensii
w-msc-386437,,animalia,mollusca,polyplacophora,chitonida,callochitonidae,NA,nuttallina californica,nuttallina californica
w-msc-386400,,animalia,mollusca,polyplacophora,chitonida,callochitonidae,NA,schizoplax brandtii,schizoplax brandtii
w-msc-386440,white-line chiton,animalia,mollusca,polyplacophora,chitonida,callochitonidae,NA,tonicella insignis,tonicella insignis
w-msc-386441,lined chiton,animalia,mollusca,polyplacophora,chitonida,callochitonidae,NA,tonicella lineata,tonicella lineata
w-msc-140151,,animalia,mollusca,polyplacophora,chitonida,callochitonidae,NA,tonicella marmorea,tonicella marmorea
slb-80225,northern red chiton,animalia,mollusca,polyplacophora,chitonida,callochitonidae,NA,tonicella rubra,boreochiton ruber
w-msc-140197,,animalia,mollusca,polyplacophora,lepidopleurida,leptochitonidae,NA,leptochiton alveolus,leptochiton alveolus
w-msc-367856,,animalia,mollusca,polyplacophora,lepidopleurida,leptochitonidae,NA,leptochiton rugatus,leptochiton rugatus
w-msc-159928,,animalia,mollusca,polyplacophora,chitonida,mopaliidae,NA,amicula vestita,amicula vestita
w-msc-386338,black katy,animalia,mollusca,polyplacophora,chitonida,mopaliidae,NA,katharina tunicata,katharina tunicata
w-msc-386342,hairy chiton,animalia,mollusca,polyplacophora,chitonida,mopaliidae,NA,mopalia ciliata,mopalia ciliata
w-msc-386343,,animalia,mollusca,polyplacophora,chitonida,mopaliidae,NA,mopalia cirrata,mopalia cirrata
w-msc-386345,,animalia,mollusca,polyplacophora,chitonida,mopaliidae,NA,mopalia ferreirai,mopalia ferreirai
w-msc-386353,mossy chiton,animalia,mollusca,polyplacophora,chitonida,mopaliidae,NA,mopalia muscosa,mopalia muscosa
w-msc-386360,red-flecked mopalia,animalia,mollusca,polyplacophora,chitonida,mopaliidae,NA,mopalia spectabilis,mopalia spectabilis
w-msc-386377,veiled pacific chiton,animalia,mollusca,polyplacophora,chitonida,mopaliidae,NA,placiphorella velata,placiphorella velata
w-msc-344129,,animalia,mollusca,scaphopoda,dentaliida,dentaliidae,NA,dentalium agassizi,dentalium agassizi
w-msc-344168,hexagon tuskshell,animalia,mollusca,scaphopoda,dentaliida,dentaliidae,NA,dentalium neohexagonum,dentalium neohexagonum
w-msc-344183,trench tuskshell,animalia,mollusca,scaphopoda,dentaliida,dentaliidae,NA,dentalium vallicolens,dentalium vallicolens
w-msc-344207,,animalia,mollusca,scaphopoda,dentaliida,dentaliidae,NA,fissidentalium megathyris,fissidentalium megathyris
slb-80351,dall tuskshell,animalia,mollusca,scaphopoda,dentaliida,rhabdidae,NA,rhabdus dalli,rhabdus rectius
w-msc-344596,straight tuskshell,animalia,mollusca,scaphopoda,dentaliida,rhabdidae,NA,rhabdus rectius,rhabdus rectius
w-msc-344271,california toothshell,animalia,mollusca,scaphopoda,gadilida,gadilidae,NA,cadulus californicus,cadulus californicus
w-msc-344422,salish toothshell,animalia,mollusca,scaphopoda,gadilida,pulsellidae,NA,pulsellum salishorum,pulsellum salishorum
w-nem-146917,,animalia,nemertea,anopla,paleonemertea,carinomidae,NA,carinoma mutabilis,carinoma mutabilis
w-nem-147240,,animalia,nemertea,anopla,paleonemertea,tubulanidae,NA,tubulanus pellucidus,tubulanus pellucidus
w-nem-122637,orange ribbon worm,animalia,nemertea,anopla,paleonemertea,tubulanidae,NA,tubulanus polymorphus,tubulanus polymorphus
slb-83781,white-lined ribbon worm,animalia,nemertea,enopla,hoplonemertea,tetrastemmatidae,NA,tetrastemma nigrifrons,quasitetrastemma nigrifrons
w-por-164219,stalked vase sponge,animalia,porifera,calcarea,leucosolenida,amphoriscidae,NA,leucilla nuttingi,leucilla nuttingi
w-por-164324,bristly case sponge,animalia,porifera,calcarea,leucosolenida,grantiidae,NA,leucandra heathi,leucandra heathi
w-por-169914,thick white prickly sponge,animalia,porifera,demospongiae,astrophorida,ancorinidae,NA,stelletta clarella,stelletta clarella
w-por-132324,,animalia,porifera,demospongiae,dictyoceratida,dysideidae,NA,dysidea fragilis,dysidea fragilis
w-por-134121,pumpkin colored sponge,animalia,porifera,demospongiae,hadromerida,clionaidae,NA,cliona celata,cliona celata
w-por-134131,,animalia,porifera,demospongiae,hadromerida,clionaidae,NA,cliona lobata,cliona lobata
slb-86283,aggregated nipple sponge,animalia,porifera,demospongiae,hadromerida,polymastiidae,NA,polymastia pacifica,polymastia pacifica
w-por-134275,,animalia,porifera,demospongiae,hadromerida,suberitidae,NA,suberites carnosus,suberites carnosus
slb-86412,bread-crumb sponge,animalia,porifera,demospongiae,halichondrida,halichondriidae,NA,halichondria panicea,halichondria panicea
slb-86460,purple sponge,animalia,porifera,demospongiae,haplosclerida,chalinidae,NA,haliclona permollis,haliclona cinerea
slb-86821,glove sponge,animalia,porifera,demospongiae,poecilosclerida,isodictyidae,NA,neoesperiopsis digitata,amphilectus digitatus
slb-86886,red encrusting sponge,animalia,porifera,demospongiae,poecilosclerida,microcionidae,NA,ophlitaspongia pennata,clathria pennata
slb-86947,rough scallop sponge,animalia,porifera,demospongiae,poecilosclerida,myxillidae,NA,myxilla incrustans,myxilla incrustans
w-por-171324,,animalia,porifera,demospongiae,spirophorida,tetillidae,NA,craniella arb,craniella arb
w-cum-157820,,animalia,arthropoda,malacostraca,cumacea,leuconidae,NA,eudorellopsis integra,eudorellopsis integra
w-por-574368,boot sponge,animalia,porifera,hexactinellida,lyssacinosida,rossellidae,NA,rhabdocalyptus dawsoni,rhabdocalyptus dawsoni
slb-88130,,animalia,sipuncula,phascolosomatidea,aspidosiphoniformes,aspidosiphonidae,NA,aspidosiphon muelleri,aspidosiphon muelleri
slb-88154,peanut worm,animalia,sipuncula,sipunculidea,golfingiiformes,golfingiidae,NA,golfingia margaritacea,golfingia margaritacea
slb-88158,,animalia,sipuncula,sipunculidea,golfingiiformes,golfingiidae,NA,golfingia muricaudata,golfingia muricaudata
slb-88163,brown peanut worm,animalia,sipuncula,sipunculidea,golfingiiformes,golfingiidae,NA,golfingia vulgaris,golfingia vulgaris
slb-88171,,animalia,sipuncula,sipunculidea,golfingiiformes,golfingiidae,NA,nephasoma diaphanes,nephasoma diaphanes
slb-88177,,animalia,sipuncula,sipunculidea,golfingiiformes,golfingiidae,NA,nephasoma minutum,nephasoma minutum
its-154685,,animalia,sipuncula,sipunculidea,golfingiiformes,golfingiidae,NA,thysanocardia nigra,thysanocardia nigra
slb-88231,agassiz'z peanut worm,animalia,sipuncula,phascolosomatidea,phascolosomatida,phascolosomatidae,NA,phascolosoma agassizii,phascolosoma agassizii
slb-88247,,animalia,sipuncula,phascolosomatidea,phascolosomatida,phascolosomatidae,NA,phascolosoma scolops,phascolosoma scolops
slb-88283,,animalia,sipuncula,sipunculidea,golfingiiformes,themistidae,NA,themiste pyroides,themiste pyroides
w-msc-247773,white nothern chiton,animalia,mollusca,polyplacophora,chitonida,ischnochitonidae,NA,stenosemus albus,stenosemus albus
slb-88667,,animalia,cnidaria,anthozoa,alcyonacea,coralliidae,NA,corallium secundum,pleurocorallium secundum
its-mam-180488,sperm whale,animalia,chordata,mammalia,cetacea,physeteridae,41755,physeter macrocephalus,physeter macrocephalus
its-96051,,animalia,arthropoda,malacostraca,decapoda,aristeidae,NA,hemipenaeus carpenteri,hemipenaeus carpenteri
w-hol-241785,,animalia,echinodermata,holothuroidea,elasipodida,psychropotidae,NA,benthodytes sanguinolenta,benthodytes sanguinolenta
its-96081,northern blunt-tail shrimp,animalia,arthropoda,malacostraca,decapoda,benthesicymidae,NA,bentheogennema borealis,boreogennema borealis
its-96082,burkenroad blunt-tail shrimp,animalia,arthropoda,malacostraca,decapoda,benthesicymidae,NA,bentheogennema burkenroadi,bentheogennema burkenroadi
its-96083,,animalia,arthropoda,malacostraca,decapoda,benthesicymidae,NA,bentheogennema intermedia,bentheogennema intermedia
its-96089,,animalia,arthropoda,malacostraca,decapoda,benthesicymidae,NA,benthesicymus crenatus,benthesicymus crenatus
its-96097,,animalia,arthropoda,malacostraca,decapoda,benthesicymidae,NA,gennadas bouvieri,gennadas bouvieri
its-96102,,animalia,arthropoda,malacostraca,decapoda,benthesicymidae,NA,gennadas scutatus,gennadas scutatus
w-hyd-117630,,animalia,cnidaria,hydrozoa,leptothecata,halopterididae,NA,halopteris alternata,halopteris alternata
w-hyd-117699,,animalia,cnidaria,hydrozoa,leptothecata,lafoeidae,NA,hebella scandens,hebella scandens
w-hyd-117849,pink helmet,animalia,cnidaria,hydrozoa,trachymedusae,rhopalonematidae,NA,aglantha digitale,aglantha digitale
its-552849,bay ghost shrimp,animalia,arthropoda,malacostraca,decapoda,callianassidae,NA,neotrypaea californiensis,neotrypaea californiensis
its-552848,giant ghost shrimp,animalia,arthropoda,malacostraca,decapoda,callianassidae,NA,neotrypaea gigas,neotrypaea gigas
slb-93761,,animalia,annelida,polychaeta,sabellida,serpulidae,NA,hydroides norvegicus,hydroides norvegica
slb-94100,,animalia,porifera,calcarea,leucosolenida,leucosoleniidae,NA,leucosolenia canariensis,arturia canariensis
w-pol-131121,,animalia,annelida,polychaeta,canalipalpata,spionidae,NA,dipolydora quadrilobata,dipolydora quadrilobata
w-msc-545006,glisten-worm solenogaster,animalia,mollusca,aplacophora,not assigned,chaetodermidae,NA,chaetoderma argenteum,chaetoderma argenteum
w-msc-545037,,animalia,mollusca,aplacophora,not assigned,chaetodermidae,NA,chaetoderma nanulum,chaetoderma nanulum
w-msc-544977,southern mole glistenworm,animalia,mollusca,aplacophora,not assigned,limifossoridae,NA,limifossor fratula,limifossor fratula
w-msc-344321,aberrant toothshell,animalia,mollusca,scaphopoda,gadilida,gadilidae,NA,gadila aberrans,gadila aberrans
w-msc-344446,wampum tuskshell,animalia,mollusca,scaphopoda,dentaliida,dentaliidae,NA,antalis pretiosa,antalis pretiosa
slb-96594,,animalia,mollusca,cephalopoda,sepiolida,sepiolidae,162562,heteroteuthis serventyi,heteroteuthis serventyi
w-bra-235577,,animalia,brachiopoda,articulata,terebratulida,laqueidae,NA,macandrevia americana,macandrevia americana
w-hyd-117981,pink-mouth hydroid,animalia,cnidaria,hydrozoa,anthoathecata,tubulariidae,NA,ectopleura crocea,ectopleura crocea
w-hyd-117782,,animalia,cnidaria,hydrozoa,anthoathecata,pandeidae,NA,amphinema turrida,amphinema turrida
w-msc-344375,,animalia,mollusca,scaphopoda,gadilida,gadilidae,NA,gadila tolmiei,gadila tolmiei
slb-9727,furrowed rock crab,animalia,arthropoda,malacostraca,decapoda,cancridae,NA,cancer branneri,romaleon branneri
slb-9728,graceful rock crab,animalia,arthropoda,malacostraca,decapoda,cancridae,NA,cancer gracilis,metacarcinus gracilis
slb-9730,hairy rock crab,animalia,arthropoda,malacostraca,decapoda,cancridae,NA,cancer jordani,romaleon jordani
w-asc-103938,,animalia,chordata,ascidiacea,pleurogona,styelidae,NA,styela sigma,styela sigma
w-hyd-231751,herringbone hydroid,animalia,cnidaria,hydrozoa,leptothecata,haleciidae,NA,halecium halecinum,halecium halecinum
w-hyd-287322,plume hydroid,animalia,cnidaria,hydrozoa,leptothecata,halopterididae,NA,halopteris tenella,halopteris tenella
w-hyd-117279,,animalia,cnidaria,hydrozoa,leptothecata,aglaopheniidae,NA,aglaophenia lophocarpa,aglaophenia lophocarpa
w-bch-440382,red rock crab,animalia,arthropoda,malacostraca,decapoda,cancridae,NA,cancer productus,cancer productus
w-bch-254360,helmet crab,animalia,arthropoda,malacostraca,decapoda,cheiragonidae,NA,telmessus cheiragonus,telmessus cheiragonus
w-oct-156103,sea strawberry,animalia,cnidaria,anthozoa,alcyonacea,nephtheidae,NA,gersemia rubiformis,gersemia rubiformis
w-msc-344443,,animalia,mollusca,scaphopoda,dentaliida,dentaliidae,NA,antalis phanea,antalis phanea
w-hex-283347,clonal anemone,animalia,cnidaria,anthozoa,actiniaria,actiniidae,NA,anthopleura elegantissima,anthopleura elegantissima
w-hex-283440,crusty red anemone,animalia,cnidaria,anthozoa,actiniaria,actiniidae,NA,urticina columbiana,urticina columbiana
w-hex-283445,velvety red anemone,animalia,cnidaria,anthozoa,actiniaria,actiniidae,NA,urticina piscivora,urticina piscivora
w-hex-395099,orangestriped green anemone,animalia,cnidaria,anthozoa,actiniaria,diadumenidae,NA,diadumene lineata,diadumene lineata
w-hex-592997,,animalia,cnidaria,anthozoa,actiniaria,halcampoididae,NA,halcampoides purpureus,halcampoides purpureus
its-97114,california bay shrimp,animalia,arthropoda,malacostraca,decapoda,crangonidae,NA,crangon franciscorum,crangon franciscorum
w-msc-141565,dendritic placida,animalia,mollusca,gastropoda,sacoglossa,limapontiidae,NA,placida dendritica,placida dendritica
w-pol-131153,,animalia,annelida,polychaeta,canalipalpata,spionidae,NA,prionospio cirrifera,prionospio cirrifera
w-pol-334512,,animalia,annelida,polychaeta,aciculata,phyllodocidae,NA,phyllodoce mucosa,phyllodoce mucosa
slb-98257,,animalia,annelida,polychaeta,eunicida,eunicidae,NA,marphysa bellii,paucibranchia bellii
slb-98297,tanaids,animalia,arthropoda,malacostraca,tanaidacea,leptocheliidae,NA,leptochelia savignyi,chondrochelia savignyi
w-msc-386446,lovely chiton,animalia,mollusca,polyplacophora,chitonida,callochitonidae,NA,tonicella venusta,tonicella venusta
w-bry-173982,,animalia,bryozoa,gymnolaemata,cyclostomata,lichenoporidae,NA,disporella fimbriata,disporella fimbriata
its-98155,furry hermit,animalia,arthropoda,malacostraca,decapoda,diogenidae,NA,paguristes ulreyi,paguristes ulreyi
w-msc-342418,whale squid,animalia,mollusca,cephalopoda,teuthida,walvisteuthidae,NA,walvisteuthis virilis,walvisteuthis virilis
slb-39170,,animalia,chordata,ascidiacea,pleurogona,styelidae,NA,styela milleri,styela squamosa
w-pol-130365,,animalia,annelida,polychaeta,aciculata,nephtyidae,NA,nephtys paradoxa,nephtys paradoxa
slb-2116,,animalia,annelida,polychaeta,phyllodocida,glyceridae,NA,glycera rouxi,glycera unicornis
slb-64981,,animalia,cnidaria,hydrozoa,siphonophorae,agalmatidae,NA,agalma okeni,agalma okenii
w-pol-131474,,animalia,annelida,polychaeta,canalipalpata,terebellidae,NA,amphitrite cirrata,amphitrite cirrata
slb-64977,,animalia,cnidaria,hydrozoa,siphonophorae,abylidae,NA,ceratocymba leuckarti,ceratocymba leuckartii
slb-111574,,animalia,annelida,polychaeta,canalipalpata,sabellidae,NA,hypsicomus phaeotenia,notaulax phaeotaenia
slb-77661,,animalia,mollusca,gastropoda,nudibranchia,polyceratidae,NA,issena pacifica,colga pacifica
slb-156238,,animalia,arthropoda,maxillopoda,sessilia,verrucidae,NA,metaverruca halotheca,metaverruca halotheca
w-msc-344560,,animalia,mollusca,scaphopoda,gadilida,entalinidae,NA,costentalina pacifica,costentalina pacifica
w-hyd-117871,fern hydroid,animalia,cnidaria,hydrozoa,leptothecata,sertulariidae,NA,abietinaria filicula,abietinaria filicula
w-msc-139106,,animalia,mollusca,aplacophora,not assigned,chaetodermidae,NA,chaetoderma nitidulum,chaetoderma nitidulum
slb-71005,,animalia,mollusca,cephalopoda,octopoda,octopodidae,NA,benthoctopus profundorum,muusoctopus profundorum
its-551983,,animalia,arthropoda,malacostraca,decapoda,solenoceridae,NA,hymenopenaeus doris,hymenopenaeus doris
w-msc-420557,,animalia,mollusca,gastropoda,thecosomata,cavoliniidae,NA,diacria danae,telodiacria danae
slb-190206,,animalia,arthropoda,malacostraca,decapoda,crangonidae,NA,parapontophilus longirostris,parapontophilus longirostris
w-scy-135291,,animalia,cnidaria,scyphozoa,coronatae,nausithoidae,NA,nausithoe rubra,nausithoe rubra
its-551533,,animalia,arthropoda,malacostraca,decapoda,benthesicymidae,NA,benthesicymus laciniatus,benthesicymus laciniatus
slb-63818,,animalia,cnidaria,hydrozoa,leptothecata,campanulinidae,NA,helgicirrha schulzei,helgicirrha cari
w-hyd-117491,clapper hydroid,animalia,cnidaria,hydrozoa,anthoathecata,corynidae,NA,sarsia tubulosa,sarsia tubulosa
w-pol-129805,,animalia,annelida,polychaeta,canalipalpata,ampharetidae,NA,melinna elisabethae,melinna elisabethae
w-hyd-117915,,animalia,cnidaria,hydrozoa,leptothecata,sertulariidae,NA,sertularia fabricii,sertularia fabricii
w-hyd-117728,,animalia,cnidaria,hydrozoa,leptothecata,laodiceidae,NA,ptychogena lactea,ptychogena lactea
w-hyd-117848,,animalia,cnidaria,hydrozoa,anthoathecata,rathkeidae,NA,rathkea octopunctata,rathkea octopunctata
slb-30328,,animalia,arthropoda,pycnogonida,pantopoda,phoxichilidiidae,NA,pallenopsis longiseta,bathypallenopsis longiseta
w-hyd-284695,,animalia,cnidaria,hydrozoa,anthoathecata,euphysidae,NA,euphysa japonica,euphysa japonica
w-pol-129778,,animalia,annelida,polychaeta,canalipalpata,ampharetidae,NA,ampharete finmarchica,ampharete finmarchica
w-hyd-117365,,animalia,cnidaria,hydrozoa,leptothecata,campanulariidae,NA,campanularia volubilis,campanularia volubilis
w-hyd-117377,,animalia,cnidaria,hydrozoa,leptothecata,campanulariidae,NA,gonothyraea loveni,gonothyraea loveni
w-hyd-117393,,animalia,cnidaria,hydrozoa,leptothecata,campanulariidae,NA,orthopyxis integra,orthopyxis integra
w-hyd-117413,,animalia,cnidaria,hydrozoa,leptothecata,campanulinidae,NA,opercularella lacerata,opercularella lacerata
w-hyd-117378,,animalia,cnidaria,hydrozoa,leptothecata,campanulariidae,NA,hartlaubella gelatinosa,hartlaubella gelatinosa
w-hyd-117940,bottlebrush hydroid,animalia,cnidaria,hydrozoa,leptothecata,sertulariidae,NA,thuiaria thuja,thuiaria thuja
w-hyd-117558,annulate sticky hydroid,animalia,cnidaria,hydrozoa,anthoathecata,eudendriidae,NA,eudendrium vaginatum,eudendrium vaginatum
w-hyd-117399,horsetail hydroid,animalia,cnidaria,hydrozoa,leptothecata,campanulariidae,NA,rhizocaulus verticillatus,rhizocaulus verticillatus
